,Extra_disp,Intra_disp,CH_score
312-7,7959358.71097739,23917163.643965606,781.9200263753219
313-6,12685847.757820392,33760651.26747949,1089.6993131502982
315-7,7883508.649508601,17673771.3502149,967.4083261717856
316-7,3395487.9405344194,28215119.8386277,308.94416507159957
317-4,6034147.291841386,37142995.94174534,469.9562015195516
318-4,1870964.7609007594,39058363.434628,136.6445904954066
318349,207378.97271444264,836388.5160073618,52.46531938990638
320-7,5783357.523939641,48628250.4594437,427.86254556860473
321-9,7455555.142232842,23554268.795708783,823.8557134806488
322-4,5822659.5073308805,20065709.059332892,667.8193404752175
323-9,15173109.856789855,61283606.36125491,1050.7156388719784
324-9,15712892.097068371,56578694.857582085,913.3572214579515
325578,1847722.4184111692,23135505.80132953,168.6913320885248
327-9,480992.5617383433,7153323.1071633175,105.21447161059845
329-8,4371423.5988328,30546849.76131911,406.79182367856436
334-8,3622526.78807937,16061896.891668834,458.3330965443655
338-8,9049539.486950723,52954155.82841886,646.6965017340632
343219,676212.1454302304,4123265.2620769874,170.19835492562837
344979,12636508.907400357,55273039.87729619,927.1445597498451
347456,5714601.401297138,26216866.871492237,574.1005301858829
351691,2507020.2707399093,15560765.890483009,292.8042663265904
355632,4969369.83528532,28207784.213205278,482.9881084399476
356560,937609.5360091792,34707653.948333934,76.74816326587082
367578,1443985.9350983333,13489173.031660339,178.27736145636524
372933,16648241.675990783,34619035.07616937,1580.0400770929823
377316,6932209.578852176,26279081.51095507,722.2622989690421
383452,5188281.633915269,30890866.585285276,491.4033202208758
387936,2007902.8929082921,20495821.886450466,206.43490167786098
392543,10936327.97932048,52612751.98559386,705.9497114604121
399566,21399058.112075787,35392607.80970561,2138.9016707754427
399894,19452642.85483053,85727051.09371203,1140.9674957293992
401756,1798212.5935186115,34815820.61996453,122.21256207713289
402791,6045517.359072769,31552603.593711074,561.3915761174702
406103,60744057.85002356,236910948.90034324,2166.4806696015708
407763,3006696.5337420595,34113782.496851735,253.4123524593902
410311,11062038.323635615,80957177.04691255,597.5840582553145
412413,1100321.9215420887,51056972.66828629,54.72195622195807
412900,1423738.392889039,65880647.0248717,82.27692128404237
417798,1299254.8861762495,12515843.683980057,114.10664809699689
418077,4529004.114001799,27158819.104605254,451.85284014128507
418903,9512053.336008884,48793207.776416816,681.9220150850784
419183,828081.1204119871,8064412.899653012,145.21482655445632
419284,6534758.377012456,31801123.683902983,599.5326212457778
421045,18422468.51806532,58441700.21779002,1324.5256029639522
422085,401657.1293195092,2833303.1686542686,118.76891490708913
486394,60122.11090337885,3337987.2191894185,16.28238357061555
486492,6820849.416319341,19920240.844118036,826.2989358545881
487777,15388839.805869637,67165882.84825177,915.3220715247307
488510,551811.5448333473,87132659.26713815,26.65435038283634
488697,4563038.434751055,25703145.108979516,342.41679357259267
489618,373091.79463159427,22791863.578993507,28.25705996619951
490172,4499487.594095139,23467245.568334237,461.313924545144
506951,8668201.026908193,72076776.65752536,510.68666701842375
507867,5656775.629733009,44278654.31537215,408.04630675270283
509223,4607645.246423283,25133983.997317046,402.4680040807489
510773,5195531.083857222,54746057.11311975,355.2575671180206
513202,2927595.3801024724,33869225.032385126,226.3816870081018
514134,5529137.402785511,52258243.153374225,361.78660617418836
514719,1408752.821845297,30736715.897584733,118.31304770582882
516485,2730297.95737613,27981009.07080911,253.9924691445217
517303,2801290.9860775387,20033303.51105694,209.66365842789844
517455,24901870.393276513,251814767.14064097,681.5473639582393
518298,106320806.75030667,327416966.42944396,1124.7210255358532
518917,462533.0134695635,35401293.121172495,24.476771073530248
521002,5878489.550271618,56205134.154384166,379.07564578497716
523231,5464779.674476885,23287317.85187784,507.257547626795
523564,1088266.6612878034,16983806.59570797,97.01215778128994
523671,10247965.656897295,61996158.5007859,600.2704584669563
524229,4604183.095266374,14873334.05752568,361.07029812871036
525077,753863.5584430628,4173833.0677617565,119.71268577926338
525536,21906469.57845094,30518562.956072032,2460.9330528067458
525759,1836305.1252265146,24433036.121270932,182.2999683560302
526451,5313420.764085783,47242848.01077911,391.1269711125103
527272,452223.6809093603,14298653.583987394,42.84827513984351
528577,1630514.18874565,41354549.497476496,94.44507884095468
528973,3707311.2851972966,54537212.99049812,241.85086415715782
529152,380300.61254762224,6567171.06783612,45.806296412541684
529482,25564496.794079646,92522293.22233374,1407.0071767675192
530350,6013902.906356809,64831697.31484595,371.93758750793177
530416,9657507.515991595,74463347.09980375,582.8224081465902
530955,4004798.8959782035,46461919.14875817,291.2194286815981
531190,13903008.36427052,29364325.695983563,1303.8305333455999
531253,5437711.302991583,59935821.96200298,266.11622685422645
531682,7617663.187009065,43586579.08356265,422.8755326714339
532255,21185432.171370752,61832767.83735421,1483.9760054410544
547362,2354995.8792070528,53768522.75267225,112.00224878800447
547404,4490175.243664685,49885322.95812259,287.9598203982977
548299,12924706.72307413,48324052.15966307,998.6922194460127
548657,508667.8580048799,91059922.67193301,19.60378318476812
548789,12511932.643067101,38064660.488340795,1071.700224462823
548907,1947054.1415690463,33842647.524292685,166.70634519833956
550057,175298889.37422076,1500831210.0249853,2194.881468056469
550399,12577008.572404448,69123897.05631708,768.5880263415448
550861,9713454.168266574,54013458.89383745,487.9974319514554
553524,4627546.273404221,18298689.126631733,562.3250836348673
564099,694529.148305557,22168084.688105397,50.52298023556775
564544,4104429.2124909363,50386110.91716013,196.93657405772572
564679,2553872.221180956,57665761.23088613,157.8494964158698
565528,10212618.71234817,46051182.79264395,759.3735247210327
565711,382042.4094115712,6172961.4724887945,64.27858786795274
566401,4488466.572391467,24059576.317169555,456.2048812261611
567075,13516218.879822666,50912381.67571018,1038.9825120538544
568135,13322073.343001598,73908475.06330414,808.1731897393535
568405,4226071.27943693,27922069.62082425,370.69221293960027
570876,12045047.89784557,73382112.82923028,666.7754808926438
571480,778118.1147507721,23804595.125083532,77.29340005455016
571609,2228794.2403166764,36653638.676811166,173.53073890150247
572248,5699921.529975568,75505591.46831742,300.6316096536968
573446,7646986.348825537,88341861.42179911,388.7467972697839
573564,3344468.6058793347,28890424.038458522,284.66346810657916
579086,1997201.3158437323,18965652.442518435,182.47463147302452
580160,1723013.8364109274,24502977.13554149,128.7813934832388
581161,4276537.482507355,54615945.83827994,272.0211283756181
582956,23819249.41046278,77200723.02483578,1465.980851143895
587128-9B,1806363.353760708,46409651.99373433,121.61614432969061
587615,1739969.3802203592,13529537.150512306,156.76978827086512
587672,5667088.263981064,56892936.41395275,365.8863458865189
588904,1056531.845922321,28452159.347037677,92.78950481013555
589145,2999445.7284897827,82641659.69192041,145.0622450265239
589200,115734316.39837064,670680631.749882,2276.064663517097
589544,6960875.3871443095,332444271.30802697,153.30312366036915
590294-7A,5866388.555372761,31606723.700594503,489.66499765660024
591542-C,4742471.675332652,44423180.71603888,345.3151853102794
592012,1034880.1188501404,73897351.35666314,57.68928227231891
593238,7261769.578467358,48376107.63260372,524.8168991406534
594246,208003.53829076677,7670273.72475725,31.14246921881218
595265,1832694.905893072,33510431.811147165,157.07048477883274
596454,4171543.5164252664,28100605.66706889,378.2810703262556
596673,5430197.747120295,26133970.99230351,547.8825021969898
598094,3668549.063948091,140941424.06847495,97.18667585134183
598473,17751539.642769217,24337104.8481452,1990.1011670672392
598485,5031347.657017469,7300270.922766213,1031.456912100341
598522,17254264.881391194,65201718.752635494,1078.521905494332
599623,759701.8644352531,16290984.768147916,57.13508038666536
600079-16A,1196140.954492085,59577348.18335966,73.32160458637517
602296,1985052.3259179979,36814379.33660609,162.20385931887412
602759,23316.790922088854,11333601.962237136,3.4163775236004366
603680-2A,1933028.1026597656,80873504.06598237,106.04304313639416
603749,3288802.337332015,24019601.262027547,299.14632088261624
604532-A,2637768.017059297,60544802.70334269,169.88597115625163
605352,516789.7894744774,33756657.8882743,39.85921533846888
605996,4944108.104725432,12953123.145872002,702.3139369746472
606477,13031491.430702137,58449632.973433204,853.7296891004513
606614-1A,4652756.5134908315,38437199.975284964,347.11801553352853
606629,13542862.36793659,41745600.80294392,1105.6682053824097
607326,7083658.31514594,36838945.81558994,593.9752088732617
607334,1095785.7193685374,62911545.36155065,67.43854603902436
607341,1174167.8223284667,38818435.788392395,88.6680641419068
607653-1E,22641921.746092677,35890238.05795465,2281.210531444912
608137,37028332.8349567,856659697.4758652,439.1394288519387
608408,537314.4311348862,285527343.56120133,14.730602861284737
610592-7A,473086.7398365367,52827832.4680885,29.233536213231467
610780-1C,24172002.707445085,69235520.06271796,1601.236953474168
611170-1F,10908872.228393357,53318548.135039836,768.7568012383309
616125-9A,1693721.6256810578,23642155.967091054,168.4110705975065
620243-7A,2320840.6395139773,58476947.904423185,145.47286725665583
624584-1E,255980.9633712948,19266068.38978715,28.042743872841807
625144-11A,3017005.6875266773,31505326.07913999,244.07759110480865
625670-7B,21193766.691848565,35136227.84841265,2123.70588244667
625852-7A,547478.6098674919,38741958.58210841,41.263725410912755
628188,2542745.6063319067,27451415.042300172,241.62711388307466
629535-7A,11648257.914092818,56630959.39432704,800.0405514442693
630657-5A,2540150.583844666,44136772.41254712,175.38334740144433
631148,4726487.235658469,68507539.31295264,288.0287207702444
633785-C,2266056.677438696,22956819.088624604,186.3833226119698
635428,12015508.180617599,60662724.062220745,782.4584907863125
637800,5477760.720196668,54244131.16530825,352.67467886829655
641101-7A,3784132.0823934977,25395379.145764496,380.83640022339796
645136-1C,27714792.06760209,111258537.19717632,1413.9064177782657
646462-A,13121075.162857853,28028508.24085645,1405.9912431116638
646535-B,5587213.061308664,25950662.631579183,570.6777954210389
647358-7B,11775016.13874842,44796152.89309798,905.965535046276
651648-8C,5388283.529777106,47631751.05754485,369.9826212813047
652436-A,2101937.232687312,64241730.34304571,129.18189684151955
658302-1C,8005667.034219533,58453651.35993027,500.82625344431375
659951-7A,8541142.54115232,52369046.44798962,615.6519366141614
659966-2A,31852731.680014547,56042166.401183724,2594.8401096940256
660488,27622952.304841105,66280427.72415923,1870.5802509457408
666526-8A,1028134.230603829,30571949.78633537,80.16715963627749
669698-7B,9304442.180224007,44671998.93463214,709.1638048609202
712280-8A,6260892.343128073,17801518.516885947,601.5571229796151
714342-1B,17225227.70211924,29306692.67965665,1970.515712071866
717810-3A,7953858.38248055,19504498.67746732,1032.1319147420575
718715-1B,1013351.1536923848,68782721.23030363,59.26646908057683
718744-A,3559371.5957595636,11581503.714423552,550.1250367406835
719181-7C,4046396.3120529344,41987708.23690631,287.86009743390235
720062-1D,348924.1812074875,10210632.17878717,51.142761824288264
721680-1C,6447487.514166118,27202388.668208335,673.7032814946843
722759-1A,2215945.2063266416,11880402.067694305,327.45637580783216
722945-1P,4565753.2540405,24101045.941401888,325.65100546997644
725169-1A,606552.5654732446,26651907.70334649,57.89715857263688
725447-7D,2473633.1891243216,24371744.18238588,248.54326831091186
725602-1D,2263303.6923521315,15788335.55906698,242.26640140533866
726240-1A,16669675.020451535,41602635.289590955,1489.357143356761
726260-A,1575380.5901091406,70210851.73819858,92.83884995357873
727328-1B,5889583.770001281,25682474.0970384,622.7038605640287
727329-1B,2013683.484712831,34923434.15544922,145.1070314297138
728293-B,33426251.92269092,639088095.9742681,628.7453359626197
734264-1C,797903.3965089612,13894866.139688801,97.49502967311456
734474-8A,9157219.107034687,37445341.3042101,796.5448580937317
734678-3H,8346565.721584229,37427076.54742929,678.8386483861639
735718-1D,13312424.253717097,34737669.84547463,1289.1767176300202
736428-9A,17660645.804065745,33070543.159049246,1820.720195456046
738395-1A,11661248.636740807,9228586.457950534,1869.3709282348277
738835-10C,1070685.4701996893,22054042.6106449,102.02903040939887
739073-1C,15991491.582594136,35684757.52195476,1538.2588482670933
742284-1A,4599160.343076369,17403010.85462478,597.4702762920983
745549-13A,313562.4276253035,4943418.984325627,64.03920605036329
745770-8B,1370719.0293500163,35502555.6206611,104.11309467519466
749464-10B,940338.3430507686,26609482.634419486,83.71683002230868
762333-3C,5006526.269806225,29690240.2602041,457.1769680453683
