,STR,LYM
210-2,0.17,0.10309278350515463
211-2,0.11340206185567012,0.14285714285714285
212-2,0.2799569892473118,0.052083333333333336
213-2,0.3034768740031899,0.04
214-2,0.23166666666666677,0.059893048128342286
215-2,0.28,0.14345238095238175
216-1,0.14348171701112883,0.14760614272809394
217-1,0.21263700838168922,0.17905154639175264
218-2,0.2354775828460039,0.016039630472620206
219-5,0.27,0.030303030303030304
220-2,0.23387755102040822,0.19387755102040816
221-2,0.11,0.19
222-2,0.11,0.22
223-2,0.21176470588235294,0.024096385542168676
224-2,0.2651831817064175,0.07
225-2,0.16999999999999998,0.14
226-5,0.22052631578947368,0.09
227-2,0.08400000000000002,0.264
229-5,0.22,0.07142857142857142
230-2,0.24742268041237114,0.08
231-2,0.3157894736842105,0.18
232-2,0.08536905700026273,0.09386792452830192
234-2,0.2,0.08141907925961085
235-2,0.24242424242424243,0.15
236-2,0.25457142857142867,0.15
237-2,0.31353320257775297,0.08080808080808081
238-2,0.16000000000000003,0.13995698924731187
239-2,0.34096256684491977,0.07
240-2,0.21,0.050505050505050504
241-2,0.1949448745015248,0.1
242-2,0.25272505272505275,0.1111111111111111
244-2,0.2727272727272727,0.1
245-2,0.15,0.12052747252747244
246-2,0.24,0.12
248-2,0.24,0.16
249-5,0.28834498834498845,0.05040404040404049
250-2,0.3163265306122449,0.07
283819,0.08450704225352113,0.08536585365853659
300953,0.1068387096774194,0.05291607396870561
302981,0.3125,0.031578947368421054
303924,0.1630443974630021,0.0
304-4,0.1111111111111111,0.16161616161616163
304437,0.19,0.08
305-7,0.2,0.09
306-10,0.18963357761492344,0.11156462585034024
306443,0.23469387755102042,0.1111111111111111
308-5,0.2,0.08000000000000002
309-7,0.21052631578947367,0.06550343249427917
311-5,0.13,0.14
312-7,0.20206318504190846,0.12422680412371132
313-6,0.16239864864864867,0.19
315-7,0.19540229885057472,0.04429792429792432
316-7,0.13,0.1134020618556701
317-4,0.1364593301435407,0.2106432748538012
318-4,0.0,0.22999999999999998
318349,0.1956521739130435,0.06093205574912895
320-7,0.13198757763975166,0.1
321-9,0.21333578927979374,0.0
322-4,0.11879382889200558,0.09523809523809523
323-9,0.24145190562613425,0.03
324-9,0.17525773195876287,0.06960705693664801
325578,0.26,0.021276595744680847
327-9,0.009183673469387749,0.19265873015873014
329-8,0.19833333333333342,0.16
334-8,0.1504347826086957,0.032896174863387986
338-8,0.2222222222222222,0.1238402061855669
343219,0.09,0.13065656565656567
344979,0.15,0.07142857142857142
347456,0.13953488372093023,0.012048192771084338
351691,0.16422427524689387,0.25860131731886865
355632,0.25252525252525254,0.027777777777777776
356560,0.28888888888888886,0.02247191011235955
367578,0.11549069487213826,0.09054545454545457
372933,0.32323232323232326,0.07
377316,0.27,0.06042351223074115
383452,0.24,0.16161616161616163
387936,0.09324344569288394,0.021739130434782608
392543,0.13131313131313133,0.012384060460323172
399566,0.2727272727272727,0.08
399894,0.26666666666666666,0.05
401756,0.31,0.04
402791,0.16,0.07
406103,0.3914836396234875,0.0
407763,0.32653061224489793,0.03
410311,0.28,0.01
412413,0.08000000000000002,0.06060606060606061
412900,0.20021276595744686,0.10999999999999999
417798,0.23223039215686275,0.07427536231884058
418077,0.2318840579710145,0.0
418903,0.2857142857142857,0.08
419183,0.2432323232323232,0.1206486486486486
419284,0.15561224489795905,0.09090909090909091
421045,0.19,0.12
422085,0.0,0.14077618288144603
486394,0.16096969696969698,0.15
486492,0.2807191011235955,0.044444444444444446
487777,0.23109311740890698,0.09278350515463918
488510,0.08888888888888886,0.30206779661016947
488697,0.07056523284749378,0.1015254586683158
489618,0.058157602663706995,0.0
490172,0.16,0.09449404761904762
506951,0.14736842105263157,0.030303030303030304
507867,0.2222222222222222,0.02
509223,0.2247191011235955,0.05
510773,0.25,0.10113636363636382
513202,0.23046153846153855,0.07743589743589756
514134,0.2988742742031047,0.15625
514719,0.19576423128641865,0.1160342717258262
516485,0.1745341614906832,0.04
517303,0.10876232201533406,0.05063291139240506
