,STR,LYM
517455,0.2708333333333333,0.0
518298,0.20948987246811704,0.0
518917,0.0,0.05
521002,0.25,0.09
523231,0.07575757575757576,0.1724137931034483
523564,0.1316367842683632,0.04878048780487805
523671,0.3232323232323233,0.010526315789473684
524229,0.19174358974358996,0.06060606060606061
525077,0.1370103092783505,0.135
525536,0.2222222222222222,0.08163265306122448
525759,0.1414141414141414,0.17121212121212123
526451,0.11000000000000001,0.13131313131313133
527272,0.0,0.0
528577,0.14060606060606065,0.17312244897959186
528973,0.20212765957446807,0.0803218390804599
529152,0.04297478126608356,0.08122720446256175
529482,0.16,0.101010101010101
530350,0.16,0.28
530416,0.3333333333333333,0.11621166161105499
530955,0.2760529743812419,0.01
531190,0.22899262899262895,0.0633333333333333
531253,0.06,0.15030303030303027
531682,0.3433891150309061,0.16326530612244897
532255,0.23958333333333337,0.13991397849462364
547362,0.24259459459459465,0.08977777777777779
547404,0.19,0.05353466026080996
548299,0.29292929292929293,0.022753396029258074
548657,0.14597378277153558,0.06
548789,0.23568594104308427,0.07
548907,0.2222222222222222,0.2
550057,0.34408602150537637,0.0
550399,0.19,0.09
550861,0.05555555555555555,0.015778251599147152
553524,0.31,0.12
564099,0.1480112187659357,0.06435602953240359
564544,0.06745381832031995,0.04
564679,0.151669758812616,0.1326530612244898
565528,0.26,0.020202020202020204
565711,0.1421875,0.04717948717948718
566401,0.14886597938144366,0.1
567075,0.29016129032258065,0.09473684210526316
568135,0.19773830820342447,0.07
568405,0.1224263038548753,0.21
570876,0.30303030303030304,0.12
571480,0.10515350877192992,0.021739130434782608
571609,0.20530382859149982,0.1595203488372093
572248,0.20930232558139536,0.04
573446,0.25,0.09230769230769231
573564,0.25,0.12121212121212122
579086,0.27668041237113405,0.05800000000000004
580160,0.16608161474330854,0.0886935286935287
581161,0.1682456140350877,0.12232529375386515
582956,0.20512820512820512,0.0821917808219178
587128-9B,0.23000000000000004,0.13
587615,0.3228494623655914,0.09090909090909091
587672,0.30538699690402493,0.021552127162225404
588904,0.06,0.12244897959183673
589145,0.08,0.1004040404040405
589200,0.29292929292929293,0.0
589544,0.25510204081632654,0.0
590294-7A,0.20556701030927818,0.1498148148148148
591542-C,0.08,0.18393829401088932
592012,0.3,0.22
593238,0.2928511354079058,0.0747883779455503
594246,0.054149797570850186,0.11152777777777777
595265,0.22369006033661476,0.046083112290008825
596454,0.19,0.13
596673,0.20903296703296712,0.03
598094,0.22491573033707873,0.0
598473,0.19,0.09280748022057064
598485,0.2426499032882012,0.1414141414141414
598522,0.32,0.09
599623,0.27620889748549327,0.0
600079-16A,0.3326666666666665,0.24
602296,0.20904676718630208,0.1919191919191919
602759,0.0,0.27
603680-2A,0.33,0.05
603749,0.27379699248120304,0.09
604532-A,0.06,0.15
605352,0.19148936170212766,0.0
605996,0.20228925397252895,0.04040404040404041
606477,0.15455987311657424,0.0707070707070707
606614-1A,0.23232323232323232,0.08
606629,0.2716485507246377,0.06
607326,0.266714285714286,0.10228601807549205
607334,0.2391304347826087,0.08
607341,0.12898617511520735,0.008999999999999772
607653-1E,0.08247422680412371,0.09090909090909091
608137,0.34408602150537637,0.0
608408,0.3402061855670103,0.0
610592-7A,0.09055944055944054,0.0851063829787234
610780-1C,0.23949295774647889,0.12513157894736845
611170-1F,0.22347934918648313,0.05154639175257732
616125-9A,0.1111111111111111,0.23
620243-7A,0.19,0.1823069403714565
624584-1E,0.12,0.06
625144-11A,0.18237476808905384,0.11340206185567009
625670-7B,0.24,0.06
625852-7A,0.05,0.18
628188,0.12,0.030612244897959183
629535-7A,0.3157894736842105,0.07423292273236286
630657-5A,0.041666666666666664,0.31
631148,0.28421052631578947,0.10439500813890425
633785-C,0.08,0.1414141414141414
635428,0.32,0.12121212121212122
637800,0.2597777777777778,0.11077777777777784
641101-7A,0.21212121212121213,0.12
645136-1C,0.27,0.1134020618556701
646462-A,0.36478260869565216,0.1614532420984034
646535-B,0.2268041237113402,0.06211340206185566
647358-7B,0.20689655172413793,0.14583333333333334
651648-8C,0.27,0.07194403534609722
652436-A,0.2727272727272727,0.19
658302-1C,0.07142857142857142,0.0
659951-7A,0.24158241758241775,0.056818181818181816
659966-2A,0.28,0.21999999999999997
660488,0.2222222222222222,0.08
666526-8A,0.14634146341463414,0.09
669698-7B,0.17894736842105263,0.12121212121212122
712280-8A,0.22897727272727272,0.06831896551724141
714342-1B,0.16,0.06
717810-3A,0.3067245989304813,0.1303913043478261
718715-1B,0.050505050505050504,0.1292631578947371
718744-A,0.1849856321839083,0.12
719181-7C,0.24739951349472952,0.12
720062-1D,0.1935483870967742,0.12277777777777775
721680-1C,0.24072727272727262,0.18
722759-1A,0.23109311740890687,0.19669243986254292
722945-1P,0.21591304347826096,0.05320197044334977
725169-1A,0.2855639097744362,0.10101010101010101
725447-7D,0.31093939393939396,0.17
725602-1D,0.17224979321753522,0.1
726240-1A,0.15,0.08080808080808083
726260-A,0.26262626262626265,0.12
727328-1B,0.2673333333333335,0.04
727329-1B,0.26,0.13
728293-B,0.29545454545454547,0.0
734264-1C,0.16326530612244897,0.1111111111111111
734474-8A,0.24668041237113406,0.27
734678-3H,0.045454545454545456,0.21
735718-1D,0.28888888888888886,0.08080808080808081
736428-9A,0.28995652173913045,0.02040816326530612
738395-1A,0.10655319148936171,0.09705181655747468
738835-10C,0.25,0.13
739073-1C,0.27,0.042061403508771966
742284-1A,0.23568594104308396,0.07121212121212124
745549-13A,0.11571428571428569,0.09037887485648678
745770-8B,0.34,0.07
749464-10B,0.17400000000000004,0.088126159554731
762333-3C,0.25263157894736843,0.07559607293127638
