,far_STR,around_STR,inside_STR
418903,30.12,21.293333333333333,28.560000000000002
419183,0.16131923283742605,3.2443090159526795,6.112206488618032
419284,2.098085496984002,33.96275898242853,16.81091004458432
421045,17.312814442142646,28.869488014205384,32.28765907073098
422085,0.19646365422396855,0.5893909626719057,0.19646365422396855
486394,13.307240704500977,34.63796477495107,10.176125244618394
486492,2.727621974644641,16.961198616980408,28.832116788321166
487777,3.9879608728367195,5.7508330646028165,14.18897129958078
488510,119.88071570576541,33.99602385685885,3.180914512922465
488697,70.7165109034268,101.55763239875388,5.841121495327103
489618,14.790575916230367,24.73821989528796,1.4397905759162304
490172,3.684550743374273,13.143719026071969,13.03598362421892
506951,15.525554484088715,4.457302046501661,10.896817743490839
507867,5.4218967921896795,4.864016736401674,6.738145048814505
509223,18.65086948213262,23.81043378559144,6.267915153831455
510773,9.94558645707376,71.9770253929867,59.945586457073766
513202,8.854166666666668,8.31537356321839,3.897270114942529
514134,46.51510122801194,23.763690673747096,28.11151676070362
514719,5.067640111659867,7.150526089757355,22.611123040584065
516485,8.727735368956743,11.984732824427482,5.521628498727735
517303,2.8545673076923075,6.400240384615384,5.408653846153847
517455,13.892767974271084,3.901654606237569,5.323515720875122
518298,46.509255210610704,11.35403002477773,1.9384929310596124
518917,7.084870848708487,4.870848708487085,0.36900369003690037
521002,24.691640018273183,17.24531749657378,2.7181361352215623
523231,229.69283276450514,28.327645051194537,0.6825938566552902
523564,41.722745625841185,2.2880215343203227,0.0
523671,88.76640419947506,1.889763779527559,0.7874015748031495
524229,5.157131345688961,10.797743755036262,11.120064464141821
525077,52.604166666666664,67.70833333333334,4.947916666666666
525536,52.68712678794611,0.4027218441883072,0.29162616303291206
525759,5.653266331658291,14.279731993299832,5.067001675041876
526451,33.54917037636584,4.289761230271146,1.537838931606637
527272,4.482225656877898,8.65533230293663,0.3091190108191654
528577,11.697449428320141,15.303430079155673,0.3518029903254178
528973,3.840826092431684,3.840826092431684,19.27968769676363
529152,4.868913857677903,2.8089887640449436,2.9962546816479403
529482,6.7638582810645875,4.729615189015087,3.526021359552466
530350,24.790697674418606,165.1627906976744,34.55813953488372
530416,0.0,16.353605674504138,90.80520162879286
530955,0.1422475106685633,11.647560873567066,16.69316375198728
531190,100.29041626331075,76.18586640851888,18.87705711519845
531253,68.87755102040816,47.08454810495627,7.871720116618077
531682,16.76595744680851,27.914893617021274,7.829787234042553
532255,11.552907654448905,19.298018391400078,25.55368475586064
547362,31.400688863375432,67.10677382319173,46.72789896670494
547404,7.8691633088409585,53.519791419767714,41.787153353875325
548299,1.088992974238876,19.836065573770494,37.014051522248245
548657,17.957624175060786,10.107676276484892,1.8409169850642584
548789,40.24695776664281,22.512526843235506,5.386542591267001
548907,13.91812865497076,25.497076023391813,15.789473684210526
550057,21.826429686919017,4.4080464044024685,20.45809474232171
550399,31.29175946547884,36.38641425389755,21.79844097995546
550861,30.480295566502463,138.73152709359607,24.445812807881772
553524,75.66867989646246,291.5444348576359,79.55133735979292
564099,71.83462532299741,43.927648578811365,2.0671834625323
564544,3.07825086306099,1.8699654775604142,2.186421173762946
564679,24.248366013071895,4.640522875816994,0.4575163398692811
565528,12.603305785123966,83.47107438016529,56.48760330578513
565711,10.914927768860354,12.520064205457466,2.086677367576244
566401,14.267015706806282,90.28141361256544,25.55628272251309
567075,2.28487193661323,42.67551133222775,74.40574903261471
568135,16.77018633540373,60.751257024548956,19.343389529724934
568405,6.304886286872326,14.523755910830893,7.858590407565863
570876,171.95809830781627,63.7389202256245,4.43190975020145
571480,0.01348799568384138,3.547342864850283,8.214189371459401
571609,19.1468253968254,1.1904761904761905,0.0
572248,5.775130842808157,27.540155206641398,19.184262768453348
573446,67.41706161137441,2.014218009478673,0.0
573564,7.23354000590493,18.630056096840864,5.786832004723944
579086,917.5182481751825,21.897810218978105,0.0
580160,29.821717990275527,109.40032414910858,13.452188006482983
581161,24.225083452551264,19.313304721030043,22.603719599427755
582956,4.534829359513791,21.209287829203678,30.107526881720432
587128-9B,33.16138540899042,139.5725865880619,29.99263080324245
587615,13.78238341968912,86.83937823834196,31.50259067357513
587672,8.135502800746867,8.633413354672358,19.329599004178892
588904,12.866520787746172,5.514223194748359,2.5820568927789935
589145,1.2388937554749093,2.4152171192591663,8.296833938180454
589200,0.9251934651762682,16.63628546861565,19.377472055030097
589544,43.015568351460864,57.00575815738963,43.889955214331415
590294-7A,59.70263057567671,26.648875333587497,3.5455585207777354
591542-C,5.322128851540616,3.431372549019608,5.718954248366013
592012,19.386422976501304,82.61531766753698,44.168842471714534
593238,34.24800277874262,24.93921500521014,6.877387981938172
594246,7.6923076923076925,9.109311740890687,1.6194331983805668
595265,0.03045994517209869,3.0358412021525027,17.067722611432636
596454,44.147049338922926,43.6633344082554,6.675266043211867
596673,17.984361424847958,8.618592528236316,3.6316246741963507
598094,40.04165296503343,0.46037487668530086,0.14249698564068836
598473,1.9305019305019304,19.903474903474905,17.528957528957527
598485,15.178571428571427,18.09006211180124,6.909937888198758
598522,31.701362117707532,22.552043176561295,21.61398098175276
599623,426.3581488933601,472.4346076458753,23.340040241448694
600079-16A,17.129153819801303,33.470366563891744,31.072285029119563
602296,2.840690978886756,39.27063339731286,26.33397312859885
602759,64.65517241379311,6.896551724137931,0.0
603680-2A,16.34404310516863,17.20215525843145,25.124725603671923
603749,13.010033444816054,22.876254180602007,8.79598662207358
604532-A,1.001717229536348,6.0246136233543215,6.4253005151688605
605352,17.036172695449242,27.693504472967717,2.3337222870478413
605996,3.1149301825993554,10.118152524167561,10.440386680988185
606477,10.797219346250554,26.40141990829759,23.546812601686142
606614-1A,0.0,4.0794757979285565,20.608750792644262
606629,0.6405014990460616,9.621150177159988,40.542382120468794
607326,10.708955223880597,18.582089552238806,23.955223880597014
607334,5.530201342281879,8.456375838926174,30.147651006711406
607341,7.096069868995633,32.64192139737992,9.170305676855897
607653-1E,4.522944866292506,7.13106635853417,5.447342357213602
608137,33.50289837927363,12.701604952876691,24.713119602507984
608408,3.1024142703367676,5.835768107027526,21.420882669537136
610592-7A,48.71982443306511,27.57863935625457,15.508412582297002
610780-1C,66.29986244841815,129.8486932599725,41.81568088033013
611170-1F,17.131594906003638,124.04487568223166,33.68708308065494
616125-9A,16.056083220262323,12.48303934871099,13.25192220714609
620243-7A,32.98245614035088,49.03508771929825,45.614035087719294
624584-1E,1.2048192771084338,3.118355776045358,2.6931254429482636
625144-11A,214.07725321888412,63.0901287553648,8.841201716738198
625670-7B,21.08135766672352,12.365683097390415,4.622207061231451
625852-7A,96.27039627039628,12.587412587412588,0.0
628188,13.814342278926528,46.67839859216894,11.17465904091509
629535-7A,5.266484095218033,40.08847693279966,120.01263956182852
630657-5A,4.619519569964724,10.26373257181253,6.349739627078783
631148,3.6337015839212032,16.47810461866099,45.760681485425266
633785-C,2.791103358046228,19.537723506323594,8.024422154382904
635428,11.614135625596944,24.832855778414515,68.74880611270297
637800,5.440187189236619,42.000584966364436,27.55191576484352
641101-7A,12.12431693989071,36.57786885245902,20.66256830601093
645136-1C,67.74489561826107,68.41018582243635,25.602202339986235
646462-A,45.068285280728375,316.7678300455235,155.2352048558422
646535-B,70.24704618689582,64.07089151450054,24.167561761546725
647358-7B,18.024172359432473,29.95270625328429,17.288491854965844
651648-8C,58.23920265780731,25.116279069767444,10.332225913621262
652436-A,17.627036226598587,31.218088986141503,17.335278385606614
658302-1C,250.9874326750449,78.63554757630162,5.565529622980251
659951-7A,11.528721844595495,17.006530721044914,25.643076102892177
659966-2A,56.31616090331687,190.5434015525759,42.73112208892025
660488,22.49426963950823,3.823713273598666,1.89622838091269
666526-8A,3.787878787878788,20.707070707070706,18.362193362193363
669698-7B,6.1778682959945685,11.863543788187373,11.04887983706721
712280-8A,186.48648648648648,49.76152623211447,0.47694753577106513
714342-1B,3.7070200573065906,6.500716332378223,9.043696275071634
717810-3A,53.69458128078818,169.17663617171007,40.182969739619985
718715-1B,12.633928571428571,10.892857142857142,3.125
718744-A,1.3955196474476679,25.890561880279105,13.587954461990451
719181-7C,106.17837568510214,68.70951669157948,23.36821126058794
720062-1D,4.99457111834962,16.286644951140065,33.00760043431053
721680-1C,2.913882702301411,25.278396436525615,27.598366740905718
722759-1A,3.7572254335260116,30.346820809248555,37.22543352601156
722945-1P,233.28571428571428,163.0,51.714285714285715
725169-1A,24.37777777777778,4.3999999999999995,0.8888888888888888
725447-7D,88.2745471877979,281.60152526215444,81.79218303145853
725602-1D,59.67555040556199,42.12050984936268,14.716106604866743
726240-1A,14.486183074265977,50.755613126079446,21.848013816925736
726260-A,0.7016694894749577,34.430195983547065,70.96540043551899
727328-1B,10.195076637250349,9.289363678588018,18.718067812354853
727329-1B,6.322052807735218,55.63406470806992,76.86872443287469
728293-B,4.058090431558348,5.152435884231125,26.830775569059632
734264-1C,2.9856533540131833,19.387359441644048,16.634354400930594
734474-8A,147.3790322580645,558.4677419354839,104.23387096774192
734678-3H,304.6195652173913,589.3115942028985,40.1268115942029
735718-1D,257.3065902578797,115.90257879656161,12.893982808022923
736428-9A,26.842313787638666,20.998415213946117,29.4175911251981
738395-1A,152.82485875706215,24.858757062146893,3.954802259887006
738835-10C,97.13701431492842,124.43762781186093,38.13905930470348
739073-1C,23.142909290016426,20.95272860010951,38.05438948713269
742284-1A,50.22341376228776,64.25379803395889,36.72922252010724
745549-13A,48.266666666666666,133.06666666666666,3.4666666666666663
745770-8B,16.7601246105919,35.389408099688474,47.66355140186916
749464-10B,59.166666666666664,55.00000000000001,0.16666666666666669
762333-3C,31.469849246231156,25.083752093802346,10.029313232830821
