,far_STR,around_STR,inside_STR
2020-06-29/744897_6A,415.9824046920821,1017.0087976539589,145.74780058651027
2020-06-29/745559_1A,14.816933638443935,50.57208237986271,49.14187643020595
"2020-06-29/746472_1A,1B",28.90625,22.508445945945947,9.322212837837837
"2020-06-30/743303_7A,7B",28.305400372439475,5.353817504655494,4.888268156424581
"2020-06-30/744172_7A,7B",10.303830911492733,6.199911933069132,9.238221047996477
"2020-06-30/744646_8B,8C",246.61262304574407,181.0075275043428,38.621887666473654
"2020-07-01/739321_7A,7B",161.75363098440022,40.23668639053255,82.57127487896719
"2020-07-01/739323_7B,7C",20.130917370268474,17.778199411820513,36.78967839863391
"2020-07-01/741893_1A,1B",115.04934210526316,46.71052631578947,9.703947368421053
"2020-07-01/742282_1A,1B",62.16317834315077,22.734678531144255,28.161423737310443
"2020-07-06/736058_1A,1B",1299.7596153846152,4.567307692307692,0.0
"2020-07-06/736463_1A,1B",94.02427637721755,42.016806722689076,5.664488017429194
"2020-07-06/737435_1A,1B",42.86039108685766,15.143246930422919,6.184629376989541
"2020-07-06/738595_A,B",23.73866940311271,9.338122113904566,15.580639644262014
"2020-07-06/739100_BD1,BD2",2749.484536082474,57.73195876288659,0.0
"2020-07-07/734057_7B,7C",467.1875,16.796875,1.7578125
"2020-07-07/734098_A,B",102.58838383838385,0.0,0.0
"2020-07-08/624436_13A,13B",22.78717201166181,12.139941690962099,25.002915451895042
"2020-07-08/625482_7A,7B",8.935685828116107,9.125403149307532,7.076456080440144
"2020-07-08/627381_1A,1B",22.931126534970637,7.95515216230646,8.809396689802455
"2020-07-08/635605_7A,7B",37.67908309455588,14.584527220630372,21.690544412607448
"2020-07-08/637613_BD,1A",126.86286787726988,0.0,0.0
"2020-07-08/646409_7A,7B",72.85457809694793,21.526032315978455,11.059245960502693
2020-07-08/646591_10,10.638297872340425,120.56737588652481,17.02127659574468
"2020-07-08/647319_1A,1B",8.978752570253597,0.47978067169294036,0.0
"2020-07-09/620114_A,B",52.05109309751904,5.944485384426431,0.7369196757553427
"2020-07-09/622803_10B,10C",71.15105827776166,13.395187010727746,21.25253696723688
"2020-07-09/623580_1A,1B",24.330085261875762,7.064555420219245,5.481120584652863
"2020-07-10/591533_7A,7B",195.05208333333331,37.46744791666667,16.764322916666664
"2020-07-10/595955_7A,7B",24.9669457910974,18.477302776553547,14.059056853239312
"2020-07-10/612788_1A,1B",323.9966201943388,79.25644275454161,11.618081960287284
"2020-07-13/562793_1A,1B",28.281336533136418,16.688203802842903,72.47553996677128
"2020-07-13/576903_1A,1B",39.856291086989756,13.621770371502828,18.728023238036997
"2020-07-13/578325_10B,10C",12.455089820359282,6.506986027944111,6.54690618762475
"2020-07-13/581520_7A,7B",138.78348214285714,45.424107142857146,41.46205357142857
"2020-07-13/581654_1A,1B",20.80342141438827,18.74904536428899,28.837635558270964
"2020-07-13/584570_7B,7C",127.46407609795587,32.78688524590164,27.504553734061933
"2020-07-16/730297_1A,1B",290.51828043390924,53.2342306147047,2.0891924467657694
"2020-07-16/730532_7B,7C",248.60927152317882,45.29801324503311,13.046357615894038
"2020-07-16/730748_A,B",72.4959889983956,4.286041714416686,8.36580334632134
"2020-07-16/731413_1A,1B",382.78145695364236,0.0,0.0
"2020-07-16/732102_A,B",21.222410865874362,0.1697792869269949,0.0
"2020-07-16/733216_A,B",306.6666666666667,0.0,0.0
"2020-07-20/725785_7A,7B",296.4549483013294,169.57163958641064,125.84933530280651
"2020-07-20/728718_1A,1B",699.5271867612292,61.46572104018912,3.152088258471237
"2020-07-20/728955_1B,1C",75.65599228874372,35.34325800578344,41.994216557780874
"2020-07-21/719383_8A,8B",171.8170580964153,33.74536464771323,50.55624227441285
"2020-07-21/720060_A,B",31.133004926108377,10.488132557098075,20.008956560680698
"2020-07-21/720324_1A,1B",25.253489204342124,8.052010020279136,6.990337587975665
"2020-07-21/720519_7B,7C",59.36183022275737,12.040939193257074,8.62432269717038
